firm_name,prospect_type,contact_name,email,county,touch,subject,send_status,prospect_status,sent_at,delivered_at,opened_at,wa_clicked_at,joined_whatsapp_at,bounced_at,suppressed,suppression_reason,prospect_id,send_id
Reece Thomas Watson LTD,firm,,enquiries@reecethomaswatson.com,Kent,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:22.300Z,,,,,,false,,fop_04d4a99f0b5a5897,fos_mqc1xe15_01b6dfc8
Darton Law Limited,firm,,enquiries@dartonlaw.co.uk,Surrey,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:20.212Z,,,,,,false,,fop_5192c3fa580b555d,fos_mqc1xcfm_0a10c1f6
Vienna Kang Advocates LTD,firm,,crime@viennakang.co.uk,Kent,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:16.018Z,,,,,,false,,fop_bf7761d36c13fbf5,fos_mqc1x96t_a9d63803
Foxes Solicitors,firm,,crimlaw@foxessolicitors.co.uk,Kent,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:13.899Z,,,,,,false,,fop_a6fa2d274a4258c7,fos_mqc1x7jd_917b4311
Smith Partnership,firm,,swadlincote@smithpartnership.co.uk,Leicestershire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:11.689Z,,,,,,false,,fop_be8da6ee781ee77c,fos_mqc1x5uz_5bd93321
Azam & Co Solicitors,firm,,azamandco@outlook.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:58.789Z,2026-06-11T14:41:00.120Z,,,,,false,,fop_3bf512880c93a2ee,fos_mq9luvhz_e70d2b59
F A Lee & Co Solicitors,firm,,info@lee-kan.com,Middlesex,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,sent,2026-06-11T14:40:58.413Z,2026-06-11T14:41:00.008Z,,,,2026-06-11T14:41:00.493Z,false,,fop_2bfc064ffd444563,fos_mq9luv7j_4086388d
K B Legal,firm,,info@mandm.legal,Devon,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:58.012Z,2026-06-11T14:41:00.058Z,,,,,false,,fop_3c04de7f336b7839,fos_mq9luuw2_b2dbfecb
Daniel Woodman & Co LTD,firm,,info@danielandbaker.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:57.634Z,2026-06-11T14:40:59.139Z,,2026-06-22T09:57:52.649Z,,,false,,fop_17e473143e4af8aa,fos_mq9luulq_9be35d31
Richard Haswell Solicitors LTD,firm,,info@carr-richards.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:57.286Z,2026-06-11T14:40:59.606Z,,2026-06-22T09:40:01.711Z,,,false,,fop_c924156862ff5ef2,fos_mq9luuc0_2795790d
Lansbury Worthington LTD,firm,,info@lansbury-worthington.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:56.448Z,2026-06-11T14:40:58.068Z,,,,,false,,fop_2d2889925da90860,fos_mq9lutov_dc9d3410
Bird & Co Solicitors LLP,firm,,enquiries@birdandco.co.uk,Lincolnshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:54.829Z,2026-06-11T14:40:55.990Z,,2026-06-22T09:39:33.718Z,,,false,,fop_c0dde82dd899aabe,fos_mq9lusfw_eced0e34
Gregsons Solicitors,firm,,info@gregsons.co.uk,Nottinghamshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:54.385Z,2026-06-11T14:40:56.776Z,,,,,false,,fop_23c0af80178bf119,fos_mq9lus3j_5c6bd751
Jones Knowles Warburton LTD,firm,,info@joneswhyte.co.uk,Cheshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:53.858Z,2026-06-11T14:40:55.558Z,,,,,false,,fop_3eb8dd7b79631a22,fos_mq9lurov_a72d5cbb
Fosters Solicitors LLP,firm,,enquiries@fosters-solicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:53.425Z,2026-06-11T14:40:55.011Z,,2026-06-22T09:38:50.883Z,,,false,,fop_f4f7ebbfbcc9e1fc,fos_mq9lurcu_a5f22bb5
Maples Solicitors LLP,firm,,enquiries@maplessolicitors.com,Lincolnshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-11T14:40:53.031Z,2026-06-11T14:40:54.477Z,,2026-06-12T02:56:37.575Z,,,false,,fop_a5072d1f964a8aac,fos_mq9lur1x_9a75372a
Metcalfe Copeman & Pettefar Solicitors LLP,firm,,info@mcp-law.co.uk,Cambridgeshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:52.637Z,2026-06-11T14:40:54.555Z,,,,,false,,fop_9d43b31bdb2f305f,fos_mq9luqqz_0dcf6312
Row & Scott LTD,firm,,info@manorrowsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:52.237Z,2026-06-11T14:40:54.787Z,,,,,false,,fop_abd4df519daf5562,fos_mq9luqfq_f4345b1f
Lords Solicitors (Wakefield) LTD,firm,,info@wrightandlord.com,West Yorkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:51.864Z,2026-06-11T14:40:58.048Z,,,,,false,,fop_a5bf006537b139f1,fos_mq9luq5e_5e06a57a
Appleby Hope & Matthews,firm,,info@ahmsolicitors.co.uk,Middlesbrough,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-11T14:40:51.288Z,2026-06-11T14:40:55.077Z,,2026-06-11T14:41:09.661Z,,,false,,fop_79023b33ccb8b74b,fos_mq9luppm_86ddaec0
Yates Ardern,firm,,enquiries@yatesardern.co.uk,Lancashire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:50.910Z,2026-06-11T14:40:52.585Z,,2026-06-21T11:34:44.259Z,,,false,,fop_794255c32b9a821b,fos_mq9lupf2_b1139abb
Cyril Morris Arkwright,firm,,info@cma-law.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:50.536Z,2026-06-11T14:40:52.450Z,,,,,false,,fop_f52f80ff5b0051b3,fos_mq9lup4n_c2bad34d
A2 Solicitors,firm,,info@a2sols.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:50.138Z,2026-06-11T14:40:52.037Z,,,,,false,,fop_22153c0a38cf0058,fos_mq9luotj_0e24b44a
Irvine Thanvi Natas Solicitors,firm,,enquiries@itnsolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:49.671Z,2026-06-11T14:40:51.557Z,,2026-06-21T11:38:03.797Z,,,false,,fop_d66cccc3e10bca6b,fos_mq9luogn_1f387573
Morrison Spowart LTD,firm,,enquiries@morrisonspowart.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:49.195Z,2026-06-11T14:40:51.187Z,,2026-06-21T11:34:38.380Z,,,false,,fop_65d124ea304500b5,fos_mq9luo37_5cead6b9
Howard Bernstein Solicitors LTD,firm,,enquiries@howardbernsteinsolicitors.co.uk,Derbyshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:48.784Z,2026-06-11T14:40:51.310Z,,,,,false,,fop_3d7e8b9e0052c6f4,fos_mq9lunrt_0b2b9cfc
Bsb Solicitors,firm,,info@bsbsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:48.405Z,2026-06-11T14:40:50.129Z,,2026-06-21T11:34:35.617Z,,,false,,fop_fb94a163ae844e0d,fos_mq9lunha_e029e7e6
Kayders Solicitors,firm,,info@kayders.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:47.890Z,2026-06-11T14:40:49.128Z,,2026-06-21T13:40:31.208Z,,,false,,fop_24458a5b575c79f1,fos_mq9lun38_ff969862
Chris Stevenson Solicitors,firm,,enquiries@chris-stevenson.co.uk,South Yorkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:47.470Z,2026-06-11T14:40:49.229Z,,,,,false,,fop_36a5c6592a7b061f,fos_mq9lumrd_b6a022a7
C W Booth & Co,firm,,info@cwbooth.co.uk,Co Durham,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:47.026Z,2026-06-11T14:40:48.847Z,,2026-06-21T11:34:17.761Z,,,false,,fop_6d490d56e7204d7e,fos_mq9lumf4_ab711625
Emmersons Solicitors,firm,,enquiries@emmersons-solicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-11T14:40:46.690Z,2026-06-11T14:40:48.830Z,,2026-06-11T14:40:59.240Z,,,false,,fop_f099c97175417333,fos_mq9lum5r_2ee4dd37
Murray Hughman,firm,,info@murrayhughman.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:46.267Z,2026-06-11T14:40:48.018Z,,2026-06-21T11:34:32.008Z,,,false,,fop_6b39a0c619efd5c1,fos_mq9lultz_68412079
Turnocks Defence Solicitors LTD,firm,,enquiries@turnocks.com,Staffordshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:45.800Z,2026-06-11T14:40:47.166Z,,,,,false,,fop_10cb1fdf3e90a041,fos_mq9lulgz_794637a7
Tank Jowett,firm,,info@tankjowett.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:45.476Z,2026-06-11T14:40:47.727Z,,,,,false,,fop_29fffc9b12ad2649,fos_mq9lul7v_5e1f6b5e
Ebr Attridge LLP,firm,,enquiries@ebrattridge.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:45.019Z,2026-06-11T14:40:46.603Z,,2026-06-21T11:34:25.150Z,,,false,,fop_9952b4ba454fc545,fos_mq9lukv9_4411db9f
Amicus Law (South West) LLP,firm,,info@amicuslaw.co.uk,Somerset,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:44.199Z,2026-06-11T14:40:45.706Z,,2026-06-21T11:34:21.347Z,,,false,,fop_9bdd5866dce83b73,fos_mq9luk8j_8fb7824a
Liberty Law Solicitors LTD,firm,,info@libertylawsolicitors.co.uk,Bedfordshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:43.712Z,2026-06-11T14:40:45.349Z,,2026-06-21T11:34:22.629Z,,,false,,fop_02f57ac8886d8678,fos_mq9lujv2_a158f00a
Mitchells Solicitors LLP,firm,,info@mitchells-solicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-11T14:40:43.282Z,2026-06-11T14:40:44.488Z,,2026-06-11T15:14:47.955Z,,,false,,fop_b53dd5885b3d7613,fos_mq9lujiu_dcb9b783
Kbs Solicitors,firm,,info@kbs-solicitors.co.uk,West Yorkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:42.392Z,2026-06-11T14:40:45.690Z,,2026-06-21T11:34:06.039Z,,,false,,fop_10ab99fa3a7b9c4f,fos_mq9luiu8_f811f47c
Shaw Graham Kersh LLP,firm,,info@sgkllp.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:42.063Z,2026-06-11T14:40:45.682Z,,2026-06-21T11:34:04.050Z,,,false,,fop_802b0c27e95e4544,fos_mq9luil7_783ba7dc
Simon Lacey Law Associates,firm,,crime@simonlacey.co.uk,Dorset,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:41.410Z,2026-06-11T15:52:29.852Z,,,,2026-06-11T15:52:31.795Z,true,bounce,fop_9462e05ee733e90d,fos_mq9lui35_7c19b363
M & M Solicitors (Leicester) LTD,firm,,crime@highcrosslaw.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:40.995Z,2026-06-11T14:40:42.704Z,,,,2026-06-11T14:40:44.726Z,true,bounce,fop_d92ea018a0c7e112,fos_mq9luhri_9d63ecd4
M & N Solicitors,firm,,crime@hasolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:40.539Z,,,,,2026-06-11T14:40:41.832Z,true,bounce,fop_4aa38345dc0c9461,fos_mq9luhf5_3712c683
Lee & Co Solicitors LTD,firm,,crime@leecosolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:40.166Z,,,,,2026-06-11T14:40:42.443Z,true,bounce,fop_decd19948412e5ee,fos_mq9luh4r_fddc7bc3
Armstrong Westgarth Law LTD,firm,,crime@aw-law.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:39.825Z,,,,,2026-06-11T14:40:41.186Z,true,bounce,fop_fcfc35f48578ab97,fos_mq9luguy_f047c7fb
Hay & Kilner LLP,firm,,crime@hay-kilner.co.uk,Tyne & Wear,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:39.444Z,,,,,2026-06-11T14:40:40.608Z,true,bounce,fop_ddaa8fdb918887f1,fos_mq9lugki_dcdd6ef1
Mclartys Solicitors,firm,,crime@mclartyssolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:38.631Z,,,,,2026-06-11T14:40:40.096Z,true,bounce,fop_0fbea5f269fd0543,fos_mq9lufxp_15a5ca01
Gans & Co Solicitors LLP,firm,,crime@ganssolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:38.295Z,2026-06-11T14:40:40.019Z,,,,2026-06-11T14:40:43.241Z,true,bounce,fop_e9425b2d8951abe7,fos_mq9lufof_a5f98f89
Howard League For Penal Reform,firm,,crime@howardleague.org,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:37.455Z,,,,,2026-06-11T14:40:38.907Z,true,bounce,fop_6fbab6cec5a36dc0,fos_mq9luf12_33590dba
Usmani King LTD,firm,,crime@usmaniking.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:37.106Z,,,,,2026-06-11T14:40:38.194Z,true,bounce,fop_8e0090e8c9b117b4,fos_mq9luesn_dc096419
Alexander Johnson,firm,,crime@alexander-johnson.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:36.781Z,,,,,2026-06-11T14:40:38.132Z,true,bounce,fop_3ec39a927734880b,fos_mq9lueif_c09252bf
Kristina Harrison Solicitors,firm,,crime@kristinaharrisonsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:36.252Z,,,,,2026-06-11T14:40:37.307Z,true,bounce,fop_a3204b07df6c1dd6,fos_mq9lue3u_1f18c194
Cox Burley Solicitors,firm,,sc@coxburley.co.uk,Cornwall,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:35.863Z,2026-06-11T14:40:37.525Z,,,,,false,,fop_9c54da7ee2147e7f,fos_mq9ludt1_b5afe947
The Richmond Partnership,firm,,admin@asensio.co.uk,Co Durham,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:35.222Z,2026-06-11T14:40:36.732Z,,,,,false,,fop_dfef3f36bd20197c,fos_mq9ludbe_acaa8495
Prisoners Advice Service,firm,,advice@prisonersadvice.org.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:34.852Z,2026-06-11T14:40:36.467Z,,,,,false,,fop_de768d0810ff4f37,fos_mq9lud0v_a8e5ddf2
Clarkes LLP,firm,,shrewsbury@clarkeslaw.co.uk,Shropshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:34.473Z,2026-06-11T14:40:38.053Z,,,,,false,,fop_1ac557a929f50477,fos_mq9lucqf_7e2112f0
Abbott Forbes Solicitors,firm,,help@afslaw.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:33.659Z,2026-06-11T14:40:34.912Z,,,,,false,,fop_57a91ed329334d4d,fos_mq9luc40_96f84284
Henscott Solicitors,firm,,solicitor@henscott.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:33.236Z,2026-06-11T14:40:34.669Z,,,,,false,,fop_daca78daf7ca4d85,fos_mq9lubs2_c47747a7
Amosu Robinshaw LTD,firm,,info@amosurobinshaw.co.uk,Surrey,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:32.791Z,2026-06-11T14:40:36.209Z,,2026-06-19T09:55:02.404Z,,,false,,fop_680e5312da097c5d,fos_mq9lubfu_3fafe5bf
Irwin Mitchell LLP,firm,,bryan.bletso@irwinmitchell.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:31.844Z,2026-06-11T14:40:33.486Z,,2026-06-19T09:54:40.693Z,,,false,,fop_8615ce92fe9f7ba4,fos_mq9luapf_58b99d45
K Boswell & Co,firm,,email@kboswell.co.uk,Tyne & Wear,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:31.423Z,2026-06-11T14:40:33.530Z,,,,,false,,fop_04dfddd5bdae93fb,fos_mq9luadq_22316b43
Waldrons Solicitors LTD,firm,,joseph.norton@nbbwaldrons.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:29.829Z,2026-06-11T14:40:31.650Z,,,,,false,,fop_3de0f78a45d6cebb,fos_mq9lu959_1d4af55f
Penmans Solicitors LLP,firm,,coventry@penmanssolicitors.co.uk,West Midlands,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:29.487Z,2026-06-11T14:40:31.313Z,,,,,false,,fop_81b2d192fe8e5729,fos_mq9lu8vo_05d60fb0
Abraham Solicitors LTD,firm,,andyholliday@abrahamsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:29.139Z,2026-06-11T14:40:30.691Z,,,,,false,,fop_09af061304697a51,fos_mq9lu8m3_628a5b96
Mannu Law LTD,firm,,mannu@mlsolicitor.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:28.737Z,2026-06-11T14:40:30.807Z,,,,,false,,fop_edfb7003cc8b2849,fos_mq9lu8b1_76059832
Paul Martin & Co,firm,,crime@harfitts.co.uk,Essex,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:26.502Z,2026-06-11T14:40:30.185Z,,,,2026-06-11T14:40:32.086Z,true,bounce,fop_10bea97340943a7e,fos_mq9lu6ku_8a9a0438
Bark & Co,firm,,office@barkco.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:26.091Z,2026-06-11T14:40:33.833Z,,2026-06-18T19:23:04.550Z,,,false,,fop_0f5d20693d29aac6,fos_mq9lu69b_a720b337
Jerman Samuels & Pearson LLP,firm,,crime@jsp.legal,Essex,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:25.731Z,,,,,2026-06-11T14:40:26.790Z,true,bounce,fop_f38dd5e5cd4af20a,fos_mq9lu5ze_8cd4f14e
Walters & Barbary Solicitors LLP,firm,,reception@waltersbarbary.co.uk,Cornwall,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:25.353Z,2026-06-11T14:40:26.802Z,,2026-06-19T08:21:41.050Z,,,false,,fop_a63731e1bef0e53c,fos_mq9lu5ov_b84d38dc
Obw Perera LTD,firm,,crime@obwlaw.net,Essex,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-11T14:40:24.975Z,2026-06-11T14:40:26.773Z,,,,2026-06-11T14:40:28.496Z,true,bounce,fop_06ea5ba9415e102d,fos_mq9lu5eu_45921148
Leonard Solicitors LLP,firm,,legal@leonardgray.co.uk,Hampshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:24.510Z,2026-06-11T14:40:26.540Z,,,,,false,,fop_962f4a05e486780c,fos_mq9lu51c_356f6b17
The Purkiss Partnership,firm,,contact@the-dmp.co.uk,Surrey,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:24.154Z,2026-06-11T14:40:26.278Z,,2026-06-18T19:20:03.985Z,,,false,,fop_71d5a8766c882863,fos_mq9lu4rk_20b1213f
Cotisens Solicitors,firm,,admin@cotisens.com,Essex,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:23.276Z,2026-06-11T14:41:06.592Z,,,,,false,,fop_321cdfe5f631938f,fos_mq9lu43e_38f4f285
G T Stewart LTD,firm,,law@stewartbegum.co.uk,Kent,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:22.777Z,2026-06-11T14:40:24.116Z,,,,,false,,fop_892db7451d3e674a,fos_mq9lu3pe_4d153c14
Frazer Bradshaw,firm,,office.mail@fblaw.co.uk,Kent,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-11T14:40:22.315Z,2026-06-11T14:40:24.132Z,,2026-06-19T15:07:30.795Z,,,false,,fop_98375adb2611debd,fos_mq9lu3co_c31b0893
Mckenzies Solicitors,firm,,enquiries@mckenzies-solicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:51.087Z,,,2026-06-21T11:34:21.095Z,,,false,,fop_1a7eecbc7b23215e,fos_mq9kx9vj_a8a6e551
Dodds Solicitors LLP,firm,,enquiries@dodds-solicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:50.467Z,,,2026-06-21T11:34:12.402Z,,,false,,fop_1d22965b8df9c135,fos_mq9kx9dj_b61a4fdb
Khan Solicitors LTD,firm,,info@yasminkhansolicitors.co.uk,West Yorkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:50.058Z,,,,,,false,,fop_62a9284f352de76e,fos_mq9kx91z_9557634a
Sills & Betteridge LLP,firm,,info@sillslegal.co.uk,Lincolnshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:49.643Z,,,2026-06-21T11:34:11.239Z,,,false,,fop_84dfe3f5c7b70270,fos_mq9kx8qw_e2159172
Elliot Mather LLP,firm,,enquiries@elliotmather.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:48.985Z,,,,,,false,,fop_e54625645228f2ff,fos_mq9kx88e_df0235fa
Walters & Plaskitt Inc Leslie Dodd,firm,,info@waltersandplaskitt.com,Staffordshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:48.552Z,,,2026-06-21T11:34:10.728Z,,,false,,fop_0cf0f65a615a204a,fos_mq9kx7vz_9f04e4ad
Alastair Bateman & Co,firm,,info@alastairbateman.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:48.125Z,,,2026-06-21T11:33:53.817Z,,,false,,fop_7f1223011f175149,fos_mq9kx7k1_46d91940
Sheppards Solicitors LTD,firm,,info@sheppards-solicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:47.802Z,,,,,,false,,fop_d01a8282c3986311,fos_mq9kx7b8_5e3cfa8e
Jacobs Solicitors LTD,firm,,info@jacobslaw.org,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:47.324Z,,,,,,false,,fop_a94bcdbcbd216a45,fos_mq9kx6y2_ec380e0f
Clifford Johnston & Co,firm,,info@cj-law.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:46.787Z,,,2026-06-21T11:34:01.544Z,,,false,,fop_46ef444a4b725103,fos_mq9kx6j7_4635eec2
Musa Patels LLP,firm,,info@musapatels.co.uk,West Yorkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-11T14:14:46.389Z,,,2026-06-11T14:30:22.042Z,,,false,,fop_7a62e14f3df15cc8,fos_mq9kx67s_b8fbb046
Jordans LLP,firm,,enquiries@qualitysolicitors.com,South Yorkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:45.971Z,,,,,,false,,fop_3abcf276f7b94b30,fos_mq9kx5wa_d9742a55
Redfearns Solicitors LLP,firm,,info@redfearns-solicitors.co.uk,West Yorkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:45.618Z,,,,,,false,,fop_c0aa6447f14379b3,fos_mq9kx5mv_be1f0754
John Donkin Solicitors LTD,firm,,info@donkinlaw.co.uk,Tyne & Wear,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:45.265Z,,,2026-06-21T11:34:02.476Z,,,false,,fop_16e73b121d7f307a,fos_mq9kx5cu_6f90a4d8
Michael Purdon,firm,,contact@purdonlaw.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:44.907Z,,,,,,false,,fop_e138b7a0708fc33c,fos_mq9kx52s_631989b8
Vhs Fletchers,firm,,crime@vhsfletchers.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:44.368Z,,,2026-06-20T10:50:06.614Z,,,false,,fop_b77b9a812776e0fb,fos_mq9kx4nu_24e0dfab
Ashley Smith & Co LTD,firm,,crime@garfieldsmithlegal.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:43.965Z,,,,,,false,,fop_6b680485f4514397,fos_mq9kx4cj_853f9b80
Carter Vincent LLP,firm,,crime@cartervincent.co.uk,Conwy,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:43.569Z,,,,,,false,,fop_e6bd6ce0916b89bb,fos_mq9kx41r_b130c3b5
Tudur Owen Roberts Glynne & Co,firm,,crime@tudurowen.co.uk,Gwynedd,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:43.009Z,,,,,,false,,fop_785a955b235dc6d4,fos_mq9kx3m2_416f6bab
Forbes Solicitors LLP,firm,,crime@forbessolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-11T14:14:42.580Z,,,,,,false,,fop_863cc6ef09dfe4f0,fos_mq9kx3a7_0dc64808
